popularity,original_title,cast,runtime,genres,release_date,release_year,budget_adj,revenue_adj,profit,leading_actor
0,Bad News Bears,Billy Bob Thornton|Ken Medlock|Aman Johal|Greg Kinnear|Marcia Gay Harden,113,Comedy|Family,2005-07-22,2005,33496898,38245471,4748573,Billy Bob Thornton
0,Because of Winn-Dixie,Jeff Daniels|AnnaSophia Robb|Cicely Tyson|Eva Marie Saint|Dave Matthews,106,Comedy|Drama|Family,2005-02-18,2005,15631886,36450818,20818932,Jeff Daniels
0,Lords of Dogtown,Emile Hirsch|Victor Rasuk|Rebecca De Mornay|John Robinson|Michael Angarano,107,Drama,2005-06-03,2005,27914082,14975298,-12938784,Emile Hirsch
0,The Proposition,Guy Pearce|Ray Winstone|Emily Watson|Danny Huston|David Wenham,104,Action|Adventure|Crime|Drama|Thriller,2005-10-06,2005,2233126,5637185,3404059,Guy Pearce
0,The Lost City,Andy GarcÃ­a|Richard Bradford|Nestor Carbonell|Enrique Murciano|Dominik GarcÃ­a-Lorido,144,Drama|Romance,2005-09-03,2005,10719007,4897510,-5821497,Andy GarcÃ­a
0,Dark Water,Jennifer Connelly|John C. Reilly|Tim Roth|Dougray Scott|Pete Postlethwaite,105,Drama|Horror|Thriller,2005-06-27,2005,33496898,28442320,-5054578,Jennifer Connelly
0,Dave Chappelle's Block Party,Dave Chappelle|Erykah Badu|Common|Mos Def|Bilal,100,Comedy|Documentary|Music,2005-09-12,2005,3349689,13084552,9734863,Dave Chappelle
0,Bee Season,Richard Gere|Flora Cross|Max Minghella|Kate Bosworth|Juliette Binoche,104,Drama|Family,2005-09-03,2005,15631886,7656262,-7975624,Richard Gere
0,Maurice Richard,Roy Dupuis|Michel Barrette|RÃ©my Girard|Tony Calabretta|Sean Avery,124,Drama,2005-10-25,2005,8932506,2254351,-6678155,Roy Dupuis
0,Tsotsi,Presley Chweneyagae|Jerry Mofokeng|Terry Pheto|Kenneth Nkosi|Zenzo Ngqobe,94,Crime|Drama,2005-08-18,2005,3349689,11031612,7681923,Presley Chweneyagae
5,Underworld: Evolution,Kate Beckinsale|Scott Speedman|Tony Curran|Shane Brolly|Derek Jacobi,106,Fantasy|Action|Science Fiction|Thriller,2006-01-12,2006,54083457,120433910,66350453,Kate Beckinsale
4,Pirates of the Caribbean: Dead Man's Chest,Johnny Depp|Orlando Bloom|Keira Knightley|Bill Nighy|Jack Davenport,151,Adventure|Fantasy|Action,2006-06-20,2006,216333831,1152691351,936357520,Johnny Depp
3,Cars,Owen Wilson|Paul Newman|Bonnie Hunt|Larry the Cable Guy|Cheech Marin,117,Animation|Adventure|Comedy|Family,2006-06-08,2006,129800298,499712923,369912625,Owen Wilson
3,Casino Royale,Daniel Craig|Eva Green|Mads Mikkelsen|Judi Dench|Jeffrey Wright,144,Adventure|Action|Thriller,2006-11-14,2006,162250373,647969539,485719166,Daniel Craig
3,The Da Vinci Code,Tom Hanks|Audrey Tautou|Ian McKellen|Paul Bettany|Jean Reno,149,Thriller|Mystery,2006-05-17,2006,135208644,820164661,684956017,Tom Hanks
3,Step Up,Channing Tatum|Jenna Dewan|Damaine Radcliff|De'Shawn Washington|Mario,104,Music|Drama|Romance|Crime,2006-08-11,2006,12980029,123521044,110541015,Channing Tatum
3,Ice Age: The Meltdown,Ray Romano|John Leguizamo|Denis Leary|Queen Latifah|Seann William Scott,91,Animation|Family|Comedy|Adventure,2006-03-23,2006,86533532,714919257,628385725,Ray Romano
3,Mission: Impossible III,Tom Cruise|Philip Seymour Hoffman|Ving Rhames|Billy Crudup|Jonathan Rhys Meyers,126,Adventure|Action|Thriller,2006-05-03,2006,162250373,430342087,268091714,Tom Cruise
3,The Devil Wears Prada,Meryl Streep|Anne Hathaway|Emily Blunt|Stanley Tucci|Simon Baker,109,Comedy|Drama|Romance,2006-06-30,2006,37858420,353220246,315361826,Meryl Streep
2,The Departed,Leonardo DiCaprio|Matt Damon|Jack Nicholson|Mark Wahlberg|Martin Sheen,151,Drama|Thriller|Crime,2006-10-05,2006,97350224,313518943,216168719,Leonardo DiCaprio
2,The Holiday,Cameron Diaz|Kate Winslet|Jude Law|Jack Black|Eli Wallach,136,Comedy|Romance,2006-12-08,2006,91941878,210026294,118084416,Cameron Diaz
2,The Prestige,Hugh Jackman|Christian Bale|Michael Caine|Scarlett Johansson|Andy Serkis,130,Drama|Mystery|Thriller,2006-10-19,2006,43266766,118633483,75366717,Hugh Jackman
2,Night at the Museum,Ben Stiller|Jake Cherry|Carla Gugino|Robin Williams|Dick Van Dyke,108,Action|Adventure|Comedy|Family|Fantasy,2006-10-20,2006,118983607,621398207,502414600,Ben Stiller
2,Babel,Brad Pitt|Cate Blanchett|Gael GarcÃ­a Bernal|Rinko Kikuchi|Adriana Barraza,143,Drama,2006-09-08,2006,27041728,146382484,119340756,Brad Pitt
2,Children of Men,Clive Owen|Michael Caine|Julianne Moore|Charlie Hunnam|Chiwetel Ejiofor,109,Drama|Action|Thriller|Science Fiction,2006-09-22,2006,82206856,75673304,-6533552,Clive Owen
1,Superman Returns,Brandon Routh|Kevin Spacey|Kate Bosworth|James Marsden|Parker Posey,154,Adventure|Fantasy|Action|Science Fiction,2006-06-28,2006,292050672,423020463,130969791,Brandon Routh
1,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Sacha Baron Cohen|Ken Davitian|Luenell|Pamela Anderson|Bob Barr,82,Comedy,2006-11-02,2006,19470044,282935169,263465125,Sacha Baron Cohen
1,Click,Adam Sandler|Kate Beckinsale|Christopher Walken|David Hasselhoff|Henry Winkler,107,Comedy|Drama|Fantasy|Romance,2006-06-22,2006,89237705,257092530,167854825,Adam Sandler
1,The Break-Up,Vince Vaughn|Jennifer Aniston|Joey Lauren Adams|Cole Hauser|Jon Favreau,106,Romance|Comedy,2006-06-01,2006,56246796,221741837,165495041,Vince Vaughn
1,Inside Man,Denzel Washington|Clive Owen|Jodie Foster|Christopher Plummer|Willem Dafoe,129,Crime|Drama|Thriller,2006-03-23,2006,48675112,199434107,150758995,Denzel Washington
1,Over the Hedge,Bruce Willis|Garry Shandling|Steve Carell|Wanda Sykes|William Shatner,83,Comedy|Animation|Family,2006-04-22,2006,86533532,167679639,81146107,Bruce Willis
1,Perfume: The Story of a Murderer,Ben Whishaw|Simon Chandler|David Calder|Richard Felix|Birgit Minichmayr,147,Crime|Fantasy|Drama,2006-09-13,2006,54083457,142975378,88891921,Ben Whishaw
1,Blood Diamond,Leonardo DiCaprio|Djimon Hounsou|Jennifer Connelly|Kagiso Kuypers|Arnold Vosloo,143,Drama|Thriller|Action,2006-12-07,2006,108166915,184833371,76666456,Leonardo DiCaprio
1,Crank,Jason Statham|Amy Smart|Jose Pablo Cantillo|Efren Ramirez|Dwight Yoakam,88,Action|Thriller|Crime,2006-08-31,2006,12980029,46437182,33457153,Jason Statham
1,Lucky Number Slevin,Josh Hartnett|Bruce Willis|Lucy Liu|Morgan Freeman|Ben Kingsley,110,Drama|Thriller|Crime|Mystery,2006-02-24,2006,29205067,60907579,31702512,Josh Hartnett
1,Eight Below,Paul Walker|Bruce Greenwood|Moon Bloodgood|Jason Biggs|Gerard Plunkett,120,Adventure|Drama|Family,2006-02-17,2006,43266766,130293533,87026767,Paul Walker
1,Final Destination 3,Mary Elizabeth Winstead|Ryan Merriman|Kris Lemche|Alexz Johnson|Sam Easton,93,Horror|Mystery,2006-02-10,2006,27041728,127333182,100291454,Mary Elizabeth Winstead
1,Silent Hill,Radha Mitchell|Sean Bean|Laurie Holden|Deborah Kara Unger|Kim Coates,125,Horror|Mystery,2006-04-21,2006,54083457,105578971,51495514,Radha Mitchell
1,She's the Man,Amanda Bynes|Channing Tatum|Laura Ramsey|Vinnie Jones|David Cross,105,Comedy|Drama|Family|Romance,2006-03-17,2006,21633383,36656858,15023475,Amanda Bynes
1,The Fountain,Hugh Jackman|Rachel Weisz|Ellen Burstyn|Mark Margolis|Stephen McHattie,96,Drama|Adventure|Science Fiction|Romance,2006-09-06,2006,37858420,16554827,-21303593,Hugh Jackman
1,Happy Feet,Lombardo Boyar|Robin Williams|Johnny A. Sanchez|Carlos Alazraqui|Jeffrey Garcia,108,Music|Animation|Comedy|Family,2006-11-16,2006,108166915,415723973,307557058,Lombardo Boyar
1,Rocky Balboa,Sylvester Stallone|Burt Young|Milo Ventimiglia|Geraldine Hughes|James Francis Kelly III,102,Drama,2006-12-20,2006,25960059,168438745,142478686,Sylvester Stallone
1,Flushed Away,Hugh Jackman|Kate Winslet|Ian McKellen|Jean Reno|Bill Nighy,85,Adventure|Animation|Comedy|Family,2006-10-22,2006,161168704,69723654,-91445050,Hugh Jackman
1,The Wild,Kiefer Sutherland|Jim Belushi|Eddie Izzard|Janeane Garofalo|William Shatner,94,Family|Animation,2006-03-06,2006,86533532,40437169,-46096363,Kiefer Sutherland
1,DÃ©jÃ  Vu,Denzel Washington|Paula Patton|Val Kilmer|Jim Caviezel|Adam Goldberg,126,Action|Thriller|Science Fiction,2006-11-21,2006,81125186,195303533,114178347,Denzel Washington
1,Eragon,Ed Speleers|Jeremy Irons|Sienna Guillory|Robert Carlyle|Djimon Hounsou,104,Fantasy|Action|Adventure|Family,2006-12-14,2006,108166915,269647254,161480339,Ed Speleers
1,The Lake House,Keanu Reeves|Sandra Bullock|Shohreh Aghdashloo|Christopher Plummer|Ebon Moss-Bachrach,99,Romance|Drama|Mystery,2006-06-16,2006,43266766,124208189,80941423,Keanu Reeves
1,Scary Movie 4,Anna Faris|Regina Hall|Craig Bierko|Bill Pullman|Anthony Anderson,83,Comedy,2006-04-13,2006,48675112,192821178,144146066,Anna Faris
1,Monster House,Ryan Newman|Steve Buscemi|Mitchel Musso|Sam Lerner|Spencer Locke,91,Animation|Comedy|Family|Fantasy,2006-07-21,2006,81125186,151622980,70497794,Ryan Newman
1,Failure to Launch,Matthew McConaughey|Sarah Jessica Parker|Zooey Deschanel|Justin Bartha|Bradley Cooper,97,Comedy,2006-03-10,2006,54083457,95960487,41877030,Matthew McConaughey
1,Apocalypto,Rudy Youngblood|Dalia HernÃ¡ndez|Jonathan Brewer|Morris Birdyellowhead|Raoul Max Trujillo,139,Thriller|Action|Adventure|Drama,2006-12-07,2006,43266766,129989904,86723138,Rudy Youngblood
1,The Ant Bully,Julia Roberts|Meryl Streep|Nicolas Cage|Paul Giamatti|Bruce Campbell,88,Fantasy|Adventure|Animation|Comedy|Family,2006-07-27,2006,54083457,59687725,5604268,Julia Roberts
1,The Hills Have Eyes,Aaron Stanford|Kathleen Quinlan|Vinessa Shaw|Emilie de Ravin|Dan Byrd,107,Horror|Thriller,2006-03-10,2006,16225037,75309823,59084786,Aaron Stanford
1,Just My Luck,Lindsay Lohan|Samaire Armstrong|Chris Pine|Missi Pyle|Makenzie Vega,103,Comedy|Drama|Family|Fantasy|Romance,2006-05-12,2006,30286736,41276392,10989656,Lindsay Lohan
1,The Good Shepherd,Matt Damon|Angelina Jolie|Alec Baldwin|Tammy Blanchard|Billy Crudup,167,Drama|Thriller|History,2006-12-11,2006,91941878,64801247,-27140631,Matt Damon
1,Ultraviolet,Milla Jovovich|Cameron Bright|Nick Chinlund|William Fichtner|Ida Martin,88,Science Fiction|Action|Thriller,2006-03-03,2006,32450074,33607688,1157614,Milla Jovovich
1,Miami Vice,Jamie Foxx|Colin Farrell|Gong Li|Luis Tosar|Naomie Harris,134,Action|Adventure|Crime|Thriller,2006-07-27,2006,146025336,177171468,31146132,Jamie Foxx
1,John Tucker Must Die,Jesse Metcalfe|Brittany Snow|Sophia Bush|Arielle Kebbel|Ashanti,87,Comedy,2006-07-27,2006,19470044,44358894,24888850,Jesse Metcalfe
1,Tristan & Isolde,James Franco|Sophia Myles|Rufus Sewell|David O'Hara|Henry Cavill,125,Drama,2006-04-07,2006,33531743,30286736,-3245007,James Franco
1,Flags of Our Fathers,Ryan Phillippe|Adam Beach|Jesse Bradford|John Benjamin Hickey|John Slattery,132,War|Drama|History,2006-10-19,2006,97350224,71282266,-26067958,Ryan Phillippe
1,Shortbus,Sook-Yin Lee|Paul Dawson|PJ DeBoy|Jay Brannan|Lindsay Beamish,101,Romance|Drama|Comedy,2006-05-20,2006,2163338,5602004,3438666,Sook-Yin Lee
1,Curious George,Frank Welker|Will Ferrell|Shane Baumel|Eugene Levy|Timyra-Joi Beatty,86,Adventure|Animation|Comedy|Family,2006-02-10,2006,54083457,75538165,21454708,Frank Welker
1,The Wicker Man,Nicolas Cage|Ellen Burstyn|Kate Beahan|Frances Conroy|Leelee Sobieski,102,Mystery|Thriller|Horror,2006-09-01,2006,43266766,41920167,-1346599,Nicolas Cage
1,Smokin' Aces,Ryan Reynolds|Ray Liotta|Joseph Ruskin|Alex Rocco|Wayne Newton,109,Action|Comedy|Crime|Thriller,2006-12-09,2006,18388375,61767522,43379147,Ryan Reynolds
0,RV,Robin Williams|Cheryl Hines|Joanna 'JoJo' Levesque|Josh Hutcherson|Jeff Daniels,99,Comedy|Family|Adventure,2006-04-28,2006,54083457,94676525,40593068,Robin Williams
0,We Are Marshall,Matthew McConaughey|Matthew Fox|Anthony Mackie|David Strathairn|Ian McShane,124,Drama,2006-12-12,2006,70308495,47101677,-23206818,Matthew McConaughey
0,The Illusionist,Edward Norton|Jessica Biel|Paul Giamatti|Rufus Sewell|Eddie Marsan,110,Fantasy|Drama|Thriller|Romance,2006-08-18,2006,43266766,94013293,50746527,Edward Norton
0,Beerfest,Erik Stolhanske|Jay Chandrasekhar|Steve Lemme|Paul Soter|M.C. Gainey,110,Comedy,2006-08-25,2006,18929210,20746380,1817170,Erik Stolhanske
0,The Contract,Morgan Freeman|John Cusack|Alice Krige|Megan Dodds|Corey Johnson,96,Drama|Action|Thriller|Crime,2006-04-05,2006,27041728,6002398,-21039330,Morgan Freeman
0,All the King's Men,Sean Penn|Jude Law|Kate Winslet|James Gandolfini|Patricia Clarkson,125,Drama|Thriller,2006-09-10,2006,59491803,10222743,-49269060,Sean Penn
0,Big Momma's House 2,Martin Lawrence|Nia Long|Emily Procter|Zachary Levi|Mark Moses,99,Comedy|Crime,2006-01-26,2006,43266766,149550563,106283797,Martin Lawrence
0,Basic Instinct 2,Sharon Stone|David Morrissey|Charlotte Rampling|David Thewlis|Stan Collymore,114,Crime|Mystery|Thriller,2006-03-29,2006,75716841,41784314,-33932527,Sharon Stone
0,Clerks II,Brian O'Halloran|Jeff Anderson|Jason Mewes|Kevin Smith|Rosario Dawson,97,Comedy,2006-05-25,2006,5408345,29084327,23675982,Brian O'Halloran
0,Talladega Nights: The Ballad of Ricky Bobby,Will Ferrell|John C. Reilly|Gary Cole|Austin Crim|Jake Johnson,116,Comedy,2006-08-04,2006,78421013,176275487,97854474,Will Ferrell
0,The Pursuit of Happyness,Will Smith|Jaden Smith|Thandie Newton|Brian Howe|James Karen,117,Drama,2006-12-14,2006,59491803,332156039,272664236,Will Smith
0,Marie Antoinette,Kirsten Dunst|Jason Schwartzman|Judy Davis|Rip Torn|Asia Argento,123,Drama|History,2006-05-24,2006,43266766,65413228,22146462,Kirsten Dunst
0,Freedomland,Samuel L. Jackson|Julianne Moore|Edie Falco|Aunjanue Ellis|William Forsythe,113,Drama|Thriller|Crime|Mystery,2006-02-17,2006,40741068,15852540,-24888528,Samuel L. Jackson
0,The Last King of Scotland,Forest Whitaker|James McAvoy|Simon McBurney|Gillian Anderson|Kerry Washington,121,Drama,2006-09-01,2006,6490014,51950373,45460359,Forest Whitaker
0,Saw III,Tobin Bell|Shawnee Smith|Angus Macfadyen|Bahar Soomekh|Dina Meyer,108,Horror|Thriller|Crime,2006-10-27,2006,10816691,177260496,166443805,Tobin Bell
0,Idiocracy,Luke Wilson|Maya Rudolph|Dax Shepard|Terry Crews|Anthony 'Citric' Campos,84,Adventure|Comedy|Science Fiction,2006-09-01,2006,32450074,535753,-31914321,Luke Wilson
0,Nacho Libre,Jack Black|Ana de la Reguera|HÃ©ctor JimÃ©nez|Darius Rose|MoisÃ©s Arias,92,Comedy|Family,2006-06-16,2006,34613413,86747695,52134282,Jack Black
0,The Black Dahlia,Josh Hartnett|Scarlett Johansson|Aaron Eckhart|Hilary Swank|Mia Kirshner,121,Drama,2006-09-15,2006,54083457,53122072,-961385,Josh Hartnett
0,Poseidon,Kurt Russell|Richard Dreyfuss|Josh Lucas|Jacinda Barrett|Emmy Rossum,99,Adventure|Action|Drama|Thriller,2006-05-12,2006,173067065,196512046,23444981,Kurt Russell
0,American Dreamz,Hugh Grant|Dennis Quaid|Mandy Moore|Willem Dafoe|Chris Klein,107,Comedy|Drama|Family,2006-03-04,2006,18388375,7911357,-10477018,Hugh Grant
0,Fur: An Imaginary Portrait of Diane Arbus,Nicole Kidman|Robert Downey Jr.|Ty Burrell|Harris Yulin|Jane Alexander,122,Drama|Mystery|Romance,2006-08-30,2006,18172041,2467383,-15704658,Nicole Kidman
0,"You, Me and Dupree",Kate Hudson|Owen Wilson|Matt Dillon|Michael Douglas|Seth Rogen,108,Comedy|Romance,2006-07-14,2006,58410134,141083588,82673454,Kate Hudson
0,Little Miss Sunshine,Greg Kinnear|Toni Collette|Steve Carell|Paul Dano|Abigail Breslin,102,Comedy|Drama,2006-07-26,2006,8653353,108732824,100079471,Greg Kinnear
0,Little Man,Marlon Wayans|Shawn Wayans|Kerry Washington|John Witherspoon|Tracy Morgan,98,Comedy|Crime,2006-08-31,2006,69226826,109892309,40665483,Marlon Wayans
0,Employee of the Month,Dane Cook|Jessica Simpson|Dax Shepard|Andy Dick|Tim Bagley,103,Comedy|Romance,2006-10-06,2006,12980029,41502465,28522436,Dane Cook
0,The Omen,Liev Schreiber|Julia Stiles|Seamus Davey-Fitzpatrick|David Thewlis|Pete Postlethwaite,110,Drama|Horror|Thriller,2006-06-06,2006,27041728,128922344,101880616,Liev Schreiber
0,Letters from Iwo Jima,Ken Watanabe|Kazunari Ninomiya|Tsuyoshi Ihara|Ryo Kase|Nakamura ShidÅ II,141,Action|Adventure|Drama|War,2006-12-19,2006,20551714,74281712,53729998,Ken Watanabe
0,A Scanner Darkly,Keanu Reeves|Winona Ryder|Woody Harrelson|Robert Downey Jr.|Mitch Baker,100,Animation|Science Fiction|Thriller,2006-05-25,2006,9194187,5928624,-3265563,Keanu Reeves
0,Stranger Than Fiction,Will Ferrell|Maggie Gyllenhaal|Dustin Hoffman|Emma Thompson|Queen Latifah,113,Comedy|Drama|Fantasy|Romance,2006-09-09,2006,32450074,58035037,25584963,Will Ferrell
0,World Trade Center,Nicolas Cage|Maria Bello|Maggie Gyllenhaal|Michael PeÃ±a|Jay Hernandez,128,Drama|History|Thriller,2006-08-09,2006,68145156,176253548,108108392,Nicolas Cage
0,A Good Year,Russell Crowe|Marion Cotillard|Albert Finney|Tom Hollander|Abbie Cornish,118,Comedy|Drama|Romance,2006-09-09,2006,37858420,45499445,7641025,Russell Crowe
0,Snow Cake,Alan Rickman|Sigourney Weaver|Carrie-Anne Moss|Emily Hampshire|James Allodi,112,Romance|Drama,2006-02-09,2006,12980029,1494504,-11485525,Alan Rickman
0,Itâ€™s a Boy Girl Thing,Kevin Zegers|Samaire Armstrong|Sherry Miller|Robert Joy|Sharon Osbourne,95,Comedy,2006-12-26,2006,16765871,7988596,-8777275,Kevin Zegers
0,Date Movie,Alyson Hannigan|Adam Campbell|Sophie Monk|Jennifer Coolidge|Fred Willard,83,Comedy,2006-02-17,2006,21633383,52513335,30879952,Alyson Hannigan
0,Accepted,Justin Long|Jonah Hill|Blake Lively|Adam Herschman|Columbus Short,93,Comedy,2006-08-18,2006,24878390,41649680,16771290,Justin Long
0,Open Season,Martin Lawrence|Ashton Kutcher|Gary Sinise|Debra Messing|Billy Connolly,83,Adventure|Animation|Family,2006-09-29,2006,91941878,213423089,121481211,Martin Lawrence
0,Barnyard,Courteney Cox|Kevin James|Sam Elliott|Danny Glover|Wanda Sykes,90,Animation|Comedy|Family,2006-08-04,2006,55165127,78722799,23557672,Courteney Cox
0,Unknown,Jim Caviezel|Greg Kinnear|Bridget Moynahan|Joe Pantoliano|Barry Pepper,98,Crime|Drama|Mystery|Thriller,2006-11-03,2006,4002175,3610858,-391317,Jim Caviezel
0,Dreamgirls,Jamie Foxx|BeyoncÃ© Knowles|Eddie Murphy|Danny Glover|Jennifer Hudson,134,Drama,2006-12-25,2006,75716841,167591309,91874468,Jamie Foxx
0,Snakes on a Plane,Samuel L. Jackson|Julianna Margulies|Kenan Thompson|Nathan Phillips|Rachel Blanchard,105,Horror|Action|Crime|Thriller,2006-08-06,2006,35695082,67087299,31392217,Samuel L. Jackson
0,Friends with Money,Catherine Keener|Jason Isaacs|Timm Sharp|Jennifer Aniston|Joan Cusack,88,Drama|Comedy|Romance,2006-09-07,2006,7030849,14460225,7429376,Catherine Keener
0,Jackass Number Two,Johnny Knoxville|Bam Margera|Steve-O|Chris Pontius|Ryan Dunn,95,Action|Comedy|Documentary,2006-09-22,2006,11898360,78722488,66824128,Johnny Knoxville
0,The Guardian,Kevin Costner|Ashton Kutcher|Sela Ward|Melissa Sagemiller|Omari Hardwick,139,Action,2006-09-28,2006,75716841,59504493,-16212348,Kevin Costner
0,Southland Tales,Dwayne Johnson|Seann William Scott|Sarah Michelle Gellar|Mandy Moore|Will Sasso,144,Action|Adventure|Comedy|Drama|Science Fiction,2006-05-15,2006,18388375,405347,-17983028,Dwayne Johnson
0,The Fast and the Furious: Tokyo Drift,Lucas Black|Sung Kang|Brian Tee|Nathalie Kelley|Shad Moss,104,Action|Crime|Drama|Thriller,2006-06-03,2006,91941878,171410264,79468386,Lucas Black
0,Miss Potter,Ewan McGregor|RenÃ©e Zellweger|Emily Watson|Barbara Flynn|Bill Paterson,92,Drama|Family|Romance,2006-12-03,2006,32450074,37943051,5492977,Ewan McGregor
0,Pulse,Kristen Bell|Ian Somerhalder|Christina Milian|Rick Gonzalez|Jonathan Tucker,90,Horror|Thriller,2006-08-11,2006,41103428,32350220,-8753208,Kristen Bell
0,Black Snake Moan,"Samuel L. Jackson|Christina Ricci|Justin Timberlake|S. Epatha Merkerson|John Cothran, Jr.",116,Drama,2006-12-08,2006,16225037,11794353,-4430684,Samuel L. Jackson
0,Goya's Ghosts,Javier Bardem|Natalie Portman|Stellan SkarsgÃ¥rd|Randy Quaid|JosÃ© Luis GÃ³mez,114,Drama,2006-11-08,2006,54083457,10219698,-43863759,Javier Bardem
0,The Hoax,Richard Gere|Alfred Molina|Marcia Gay Harden|Hope Davis|Julie Delpy,116,Comedy|Drama,2006-10-14,2006,27041728,12733907,-14307821,Richard Gere
0,The Marine,John Cena|Kelly Carlson|Robert Patrick|Abigail Bianca|Anthony Ray Parker,92,Action|Adventure|Drama|Thriller,2006-10-13,2006,21633383,23975854,2342471,John Cena
0,Running with Scissors,Annette Bening|Brian Cox|Joseph Cross|Joseph Fiennes|Evan Rachel Wood,116,Drama|Comedy,2006-10-27,2006,12980029,7306564,-5673465,Annette Bening
0,The Shaggy Dog,Tim Allen|Kristin Davis|Danny Glover|Spencer Breslin|Robert Downey Jr.,98,Comedy|Family,2006-03-09,2006,54083457,66103956,12020499,Tim Allen
0,Stormbreaker,Alex Pettyfer|Sarah Bolger|Ewan McGregor|Robbie Coltrane|Stephen Fry,93,Adventure|Action|Family,2006-07-21,2006,43266766,25892855,-17373911,Alex Pettyfer
0,Madea's Family Reunion,Tyler Perry|Blair Underwood|Lynn Whitfield|Boris Kodjoe|Lisa Arrindell,110,Drama|Comedy|Romance,2006-02-24,2006,6490014,61905574,55415560,Tyler Perry
0,Charlotte's Web,Julia Roberts|Steve Buscemi|John Cleese|Oprah Winfrey|Cedric the Entertainer,97,Comedy|Family|Fantasy,2006-12-15,2006,91941878,155,-91941723,Julia Roberts
0,Take the Lead,Antonio Banderas|Rob Brown|Yaya DaCosta|Alfre Woodard|John Ortiz,108,Music,2006-03-17,2006,32450074,37579421,5129347,Antonio Banderas
0,Zoom,Tim Allen|Courteney Cox|Chevy Chase|Spencer Breslin|Kevin Zegers,83,Fantasy|Comedy|Family,2006-08-11,2006,37858420,13527557,-24330863,Tim Allen
0,Aquamarine,Emma Roberts|Joanna 'JoJo' Levesque|Sara Paxton|Jake McDorman|Arielle Kebbel,104,Fantasy|Romance|Family|Comedy,2006-03-03,2006,12980029,24885798,11905769,Emma Roberts
0,Rescue Dawn,Christian Bale|Steve Zahn|Marshall Bell|Toby Huss|Pat Healy,126,Adventure|Drama|War,2006-09-09,2006,10816691,7763294,-3053397,Christian Bale
0,The Wind That Shakes the Barley,Cillian Murphy|PÃ¡draic Delaney|Liam Cunningham|Orla Fitzgerald|Gerard Kearney,124,Drama|History|War,2006-05-18,2006,7030849,24758344,17727495,Cillian Murphy
0,16 Blocks,Bruce Willis|Mos Def|David Morse|Jenna Stern|David Zayas,105,Action|Adventure|Crime|Thriller,2006-03-01,2006,59491803,71027503,11535700,Bruce Willis
0,Scoop,Scarlett Johansson|Hugh Jackman|Woody Allen|Ian McShane|Kevin McNally,96,Comedy|Mystery,2006-07-27,2006,4326676,34164413,29837737,Scarlett Johansson
0,Last Holiday,Queen Latifah|LL Cool J|Timothy Hutton|Giancarlo Esposito|Alicia Witt,112,Adventure|Comedy|Drama,2006-01-13,2006,48675112,41536053,-7139059,Queen Latifah
0,Notes on a Scandal,Judi Dench|Cate Blanchett|Bill Nighy|Juno Temple|Max Lewis,92,Drama|Romance,2006-12-25,2006,16225037,53510069,37285032,Judi Dench
0,United 93,J.J. Johnson|Polly Adams|Trish Gates|Nancy McDoniel|Opal Alladin,111,Drama|History|Crime|Thriller|Action,2006-04-28,2006,16225037,82516317,66291280,J.J. Johnson
0,Kidulthood,Aml Ameen|Red Madrell|Noel Clarke|Adam Deacon|Jaime Winstone,89,Drama,2006-03-03,2006,1075179,178475,-896704,Aml Ameen
0,DOA: Dead or Alive,Jaime Pressly|Devon Aoki|Holly Valance|Sarah Carter|Natassia Malthe,87,Adventure|Action|Thriller,2006-09-07,2006,22715052,519540,-22195512,Jaime Pressly
0,The Queen,Helen Mirren|Michael Sheen|James Cromwell|Sylvia Syms|Helen McCrory,103,Drama,2006-09-15,2006,16225037,133460805,117235768,Helen Mirren
0,The Sentinel,Michael Douglas|Kiefer Sutherland|Eva Longoria|Martin Donovan|Ritchie Coster,108,Action|Thriller|Crime,2006-04-19,2006,64900149,84284035,19383886,Michael Douglas
0,The Good German,George Clooney|Cate Blanchett|Tobey Maguire|Tony Curran|Leland Orser,108,War|Crime|Drama|Mystery|Romance,2006-12-08,2006,34613413,6397973,-28215440,George Clooney
0,Flyboys,James Franco|Scott Hazell|Mac McDonald|Philip Winchester|Todd Boyce,140,Action|Adventure|Drama|History|Romance,2006-09-22,2006,64900149,19253711,-45646438,James Franco
0,Running Scared,Paul Walker|Cameron Bright|Vera Farmiga|Chazz Palminteri|Karel Roden,122,Action|Crime|Drama|Thriller,2006-01-06,2006,16225037,10275857,-5949180,Paul Walker
0,Catch and Release,Jennifer Garner|Timothy Olyphant|Kevin Smith|Sam Jaeger|Juliette Lewis,111,Comedy|Drama|Romance,2006-10-20,2006,27041728,17478137,-9563591,Jennifer Garner
0,The Grudge 2,Sarah Michelle Gellar|Amber Tamblyn|Edison Chen|Arielle Kebbel|Jennifer Beals,102,Horror|Thriller,2006-10-13,2006,21633383,42340683,20707300,Sarah Michelle Gellar
0,10th & Wolf,James Marsden|Brian Dennehy|Leo Rossi|Dennis Hopper|Giovanni Ribisi,107,Action|Crime|Drama|Mystery|Thriller,2006-02-19,2006,8653353,155166,-8498187,James Marsden
0,Firewall,Harrison Ford|Paul Bettany|Virginia Madsen|Carly Schroeder|Jimmy Bennett,105,Thriller,2006-02-10,2006,48675112,89562206,40887094,Harrison Ford
